192.241.211.126 - - [21/Feb/2022:01:14:42 +0100] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1" 200 595 "-" "Mozilla/5.0 zgrab/0.x"
192.241.210.234 - - [21/Feb/2022:01:21:17 +0100] "GET /owa/auth/logon.aspx?url=https%3a%2f%2f1%2fecp%2f HTTP/1.1" 200 595 "-" "Mozilla/5.0 zgrab/0.x"
89.163.231.26 - - [21/Feb/2022:01:31:17 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:01:31:17 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:01:32:01 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:01:32:02 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
192.241.204.239 - - [21/Feb/2022:01:38:11 +0100] "GET /manager/html HTTP/1.1" 301 162 "-" "Mozilla/5.0 zgrab/0.x"
194.165.16.11 - - [21/Feb/2022:01:48:47 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
194.165.16.11 - - [21/Feb/2022:01:48:47 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
61.219.11.151 - - [21/Feb/2022:01:54:42 +0100] "GET / HTTP/1.1" 400 150 "-" "-"
193.118.53.202 - - [21/Feb/2022:02:15:58 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
193.118.53.210 - - [21/Feb/2022:02:22:25 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
193.118.53.210 - - [21/Feb/2022:02:22:25 +0100] "GET / HTTP/1.1" 200 595 "http://85.255.1.106/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
66.249.69.59 - - [21/Feb/2022:02:29:05 +0100] "GET /robots.txt HTTP/1.1" 200 108 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.69.59 - - [21/Feb/2022:02:29:06 +0100] "GET /sitemap.xml HTTP/1.1" 200 642 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
45.227.38.30 - - [21/Feb/2022:02:45:21 +0100] "GET / HTTP/1.0" 301 162 "-" "-"
34.140.248.32 - - [21/Feb/2022:02:48:33 +0100] "GET / HTTP/1.1" 301 162 "-" "python-requests/2.27.1"
162.142.125.8 - - [21/Feb/2022:03:13:26 +0100] "GET / HTTP/1.1" 301 162 "-" "-"
162.142.125.8 - - [21/Feb/2022:03:13:27 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
162.142.125.8 - - [21/Feb/2022:03:13:27 +0100] "PRI * HTTP/2.0" 400 150 "-" "-"
162.142.125.8 - - [21/Feb/2022:03:13:27 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
183.136.225.9 - - [21/Feb/2022:03:57:39 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0"
183.136.225.9 - - [21/Feb/2022:03:57:41 +0100] "GET / HTTP/1.1" 200 1345 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0"
183.136.225.9 - - [21/Feb/2022:03:57:41 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
183.136.225.9 - - [21/Feb/2022:03:57:42 +0100] "GET / HTTP/1.1" 200 595 "http://85.255.1.106:80" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
183.136.225.9 - - [21/Feb/2022:03:57:43 +0100] "GET /favicon.ico HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
183.136.225.9 - - [21/Feb/2022:03:57:45 +0100] "GET /favicon.ico HTTP/1.1" 200 595 "http://85.255.1.106:80/favicon.ico" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
183.136.225.9 - - [21/Feb/2022:03:57:46 +0100] "GET /robots.txt HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
34.212.178.169 - - [21/Feb/2022:04:05:32 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
165.22.125.125 - - [21/Feb/2022:04:11:04 +0100] "GET /.env HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36"
165.22.125.125 - - [21/Feb/2022:04:11:04 +0100] "POST / HTTP/1.1" 200 13177 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36"
192.241.212.86 - - [21/Feb/2022:04:18:50 +0100] "GET /manager/html HTTP/1.1" 400 248 "-" "Mozilla/5.0 zgrab/0.x"
45.227.254.26 - - [21/Feb/2022:04:20:30 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
45.227.254.26 - - [21/Feb/2022:04:20:30 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
192.241.211.217 - - [21/Feb/2022:04:27:20 +0100] "GET /actuator/health HTTP/1.1" 200 595 "-" "Mozilla/5.0 zgrab/0.x"
68.50.97.214 - - [21/Feb/2022:04:55:17 +0100] "GET / HTTP/1.1" 301 162 "-" "-"
44.202.179.172 - - [21/Feb/2022:05:51:34 +0100] "GET /rss HTTP/1.1" 301 5 "-" "Forem Feeds Importer"
44.202.179.172 - - [21/Feb/2022:05:51:34 +0100] "GET /rss/ HTTP/1.1" 200 3444 "-" "Forem Feeds Importer"
207.46.13.88 - - [21/Feb/2022:05:54:01 +0100] "GET / HTTP/2.0" 200 13159 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.65 - - [21/Feb/2022:06:01:28 +0100] "GET /assets/images/tag-bg.svg?v=37bff49e5b HTTP/2.0" 200 1541 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.88 - - [21/Feb/2022:06:01:31 +0100] "GET /assets/scripts/pagination.js?v=37bff49e5b HTTP/2.0" 200 852 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.120 - - [21/Feb/2022:06:01:33 +0100] "GET /assets/styles/main.css?v=37bff49e5b HTTP/2.0" 200 14057 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.156 - - [21/Feb/2022:06:01:34 +0100] "GET /assets/scripts/main.js?v=37bff49e5b HTTP/2.0" 200 9977 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
18.144.2.163 - - [21/Feb/2022:06:02:04 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
167.94.138.61 - - [21/Feb/2022:06:19:10 +0100] "GET / HTTP/1.1" 200 1345 "-" "-"
167.94.138.61 - - [21/Feb/2022:06:19:10 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
20.151.201.9 - - [21/Feb/2022:06:25:27 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0"
205.185.116.212 - - [21/Feb/2022:06:42:18 +0100] "POST / HTTP/1.1" 301 162 "-" "-"
81.17.24.154 - - [21/Feb/2022:06:46:22 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
157.245.176.143 - - [21/Feb/2022:06:58:31 +0100] "SSTP_DUPLEX_POST /sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/ HTTP/1.1" 400 150 "-" "-"
45.227.254.52 - - [21/Feb/2022:07:18:17 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
45.227.254.52 - - [21/Feb/2022:07:18:17 +0100] "\x03\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Domain" 400 150 "-" "-"
128.14.133.58 - - [21/Feb/2022:07:29:26 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
64.62.197.182 - - [21/Feb/2022:07:33:26 +0100] "GET / HTTP/1.1" 200 1345 "-" "-"
81.17.24.154 - - [21/Feb/2022:08:20:01 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
192.241.209.59 - - [21/Feb/2022:08:29:13 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 zgrab/0.x"
115.31.138.110 - - [21/Feb/2022:08:54:30 +0100] "t3 12.2.1" 400 150 "-" "-"
192.241.209.247 - - [21/Feb/2022:09:04:01 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0 zgrab/0.x"
128.1.248.42 - - [21/Feb/2022:09:13:37 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
128.1.248.42 - - [21/Feb/2022:09:13:37 +0100] "GET / HTTP/1.1" 200 595 "http://85.255.1.106/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
83.29.145.230 - - [21/Feb/2022:09:37:13 +0100] "GET /ghost/ HTTP/2.0" 200 1553 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:14 +0100] "GET /ghost/api/canary/admin/users/me/?include=roles HTTP/2.0" 200 755 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:15 +0100] "GET /ghost/api/canary/admin/site/ HTTP/2.0" 200 339 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:15 +0100] "GET /ghost/api/canary/admin/config/ HTTP/2.0" 200 239 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:15 +0100] "GET /ghost/api/canary/admin/settings/?group=site%2Ctheme%2Cprivate%2Cmembers%2Cportal%2Cnewsletter%2Cemail%2Camp%2Clabs%2Cslack%2Cunsplash%2Cviews%2Cfirstpromoter%2Coauth%2Ceditor HTTP/2.0" 200 1857 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:15 +0100] "GET /ghost/api/canary/admin/notifications/ HTTP/2.0" 200 378 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:15 +0100] "GET /ghost/api/canary/admin/posts/?limit=30&page=1&filter=status%3Adraft HTTP/2.0" 200 4511 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:15 +0100] "GET /ghost/api/canary/admin/members/stats/count/ HTTP/2.0" 200 42 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:16 +0100] "GET /ghost/api/canary/admin/tags/?limit=all HTTP/2.0" 200 397 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:16 +0100] "GET /ghost/api/canary/admin/users/?limit=all&include=roles HTTP/2.0" 200 846 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
83.29.145.230 - - [21/Feb/2022:09:37:16 +0100] "GET /ghost/api/canary/admin/snippets/?limit=all HTTP/2.0" 200 106 "https://krzwiatrzyk.eu/ghost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36 OPR/83.0.4254.62"
20.191.45.212 - - [21/Feb/2022:09:57:54 +0100] "GET / HTTP/1.1" 301 162 "http://krzwiatrzyk.eu/" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
20.191.45.212 - - [21/Feb/2022:09:57:54 +0100] "GET / HTTP/1.1" 200 13172 "https://krzwiatrzyk.eu/" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
20.191.45.212 - - [21/Feb/2022:09:57:54 +0100] "GET /favicon.png HTTP/1.1" 200 2741 "https://krzwiatrzyk.eu/favicon.png" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
81.17.24.154 - - [21/Feb/2022:10:03:11 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
45.146.164.132 - - [21/Feb/2022:10:31:54 +0100] "\x03\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie: mstshash=Administr" 400 150 "-" "-"
222.186.19.235 - - [21/Feb/2022:10:40:05 +0100] "GET http://fuwu.sogou.com/404/index.html HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/525.13 (KHTML, like Gecko) Chrome/0.2.149.6 Safari/525.13"
222.186.19.235 - - [21/Feb/2022:10:40:05 +0100] "GET http://fuwu.sogou.com/404/index.html HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/540.0 (KHTML, like Gecko) Chrome/9.1.0.0 Safari/540.0"
222.186.19.235 - - [21/Feb/2022:10:40:05 +0100] "\x05\x01\x00" 400 150 "-" "-"
222.186.19.235 - - [21/Feb/2022:10:40:06 +0100] "CONNECT fuwu.sogou.com:443 HTTP/1.1" 400 150 "-" "-"
222.186.19.235 - - [21/Feb/2022:10:40:06 +0100] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x05x\xFE\xC5\xC7\x04\xAC+!E,P\x5C\xC6\x8D\xBEr\x95|\x0F8\xD6\x8B\x8Df\xCAa\x98T\xED\xF6\x1D \xCB)\x93)\x1E\x8B\xA7\xF2\x92\x96\xC2\x1B/5Zc6\xEA\xB1\xD7w:\xA0\x07\x9A\xB4\xFEK\xFE\xCCp\x96\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
44.202.179.172 - - [21/Feb/2022:10:52:47 +0100] "GET /rss HTTP/1.1" 301 5 "-" "Forem Feeds Importer"
44.202.179.172 - - [21/Feb/2022:10:52:48 +0100] "GET /rss/ HTTP/1.1" 200 3449 "-" "Forem Feeds Importer"
81.17.24.154 - - [21/Feb/2022:10:54:20 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
192.241.211.165 - - [21/Feb/2022:11:08:57 +0100] "GET /owa/auth/x.js HTTP/1.1" 200 595 "-" "Mozilla/5.0 zgrab/0.x"
192.241.209.199 - - [21/Feb/2022:11:11:32 +0100] "GET /owa/auth/logon.aspx HTTP/1.1" 200 595 "-" "Mozilla/5.0 zgrab/0.x"
192.241.213.19 - - [21/Feb/2022:11:11:59 +0100] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1" 200 595 "-" "Mozilla/5.0 zgrab/0.x"
64.62.197.62 - - [21/Feb/2022:11:48:33 +0100] "GET / HTTP/1.1" 301 162 "-" "-"
1.171.6.211 - - [21/Feb/2022:11:54:54 +0100] "GET / HTTP/1.0" 301 162 "-" "-"
13.229.47.253 - - [21/Feb/2022:12:24:41 +0100] "GET http://azenv.net/ HTTP/1.1" 301 162 "-" "Go-http-client/1.1"
13.229.47.253 - - [21/Feb/2022:12:24:52 +0100] "CONNECT azenv.net:443 HTTP/1.1" 400 150 "-" "-"
81.17.24.154 - - [21/Feb/2022:12:32:21 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
205.185.127.43 - - [21/Feb/2022:12:51:59 +0100] "GET http://85.255.1.106:80/phpmyadmin/scripts/setup.php HTTP/1.0" 301 162 "-" "-"
60.217.75.69 - - [21/Feb/2022:12:52:20 +0100] "GET / HTTP/1.1" 200 595 "-" "Mozilla/5.0"
185.21.69.16 - - [21/Feb/2022:12:58:12 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
66.249.69.59 - - [21/Feb/2022:13:02:17 +0100] "GET /robots.txt HTTP/1.1" 200 108 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.69.59 - - [21/Feb/2022:13:02:18 +0100] "GET /rss/ HTTP/1.1" 200 3444 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
207.46.13.88 - - [21/Feb/2022:13:04:22 +0100] "GET / HTTP/2.0" 200 13159 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
142.147.96.170 - - [21/Feb/2022:13:09:37 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
142.147.96.170 - - [21/Feb/2022:13:09:40 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
142.147.96.170 - - [21/Feb/2022:13:10:04 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
142.147.96.170 - - [21/Feb/2022:13:10:07 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
181.214.41.202 - - [21/Feb/2022:13:13:49 +0100] "GET http://azenv.net/ HTTP/1.1" 301 162 "-" "Go-http-client/1.1"
181.214.41.202 - - [21/Feb/2022:13:13:56 +0100] "CONNECT azenv.net:443 HTTP/1.1" 400 150 "-" "-"
31.220.3.140 - - [21/Feb/2022:13:22:30 +0100] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 zgrab/0.x"
137.184.11.65 - - [21/Feb/2022:13:33:17 +0100] "GET / HTTP/1.0" 301 162 "-" "-"
89.163.231.26 - - [21/Feb/2022:13:36:58 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:13:36:58 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:13:38:21 +0100] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
89.163.231.26 - - [21/Feb/2022:13:38:21 +0100] "POST / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
23.250.19.242 - - [21/Feb/2022:13:52:36 +0100] "GET / HTTP/1.1" 200 1345 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
23.250.19.242 - - [21/Feb/2022:13:53:10 +0100] "" 400 0 "-" "-"
23.250.19.242 - - [21/Feb/2022:13:53:10 +0100] "" 400 0 "-" "-"
23.250.19.242 - - [21/Feb/2022:13:53:10 +0100] "" 400 0 "-" "-"
23.250.19.242 - - [21/Feb/2022:13:53:14 +0100] "GET /robots.txt HTTP/1.1" 200 1345 "-" "-"
23.250.19.242 - - [21/Feb/2022:13:53:14 +0100] "GET /sitemap.xml HTTP/1.1" 200 1345 "-" "-"
23.250.19.242 - - [21/Feb/2022:13:53:14 +0100] "GET /.well-known/security.txt HTTP/1.1" 200 1345 "-" "-"
23.250.19.242 - - [21/Feb/2022:13:53:15 +0100] "GET /favicon.ico HTTP/1.1" 200 595 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:80.0) Gecko/20100101 Firefox/80.0"
23.250.19.242 - - [21/Feb/2022:13:53:16 +0100] "" 400 0 "-" "-"
